id,fkTipoPreparazione,descrizione,isEstivo,isInvernale,allergeni,inizio,fine,dataInserimento,utenteInserimento,dataCancellazione,utenteCancellazione,immagine
19,1,BESCIAMELLA,1,1,"GLUTINE, LATTE",2018-07-06,NULL,"2023-03-22 10:40:35.760000",s.diberti,NULL,NULL,NULL
20,1,"INSALATA RUSSA",1,0,"UOVA, PESCE,",2018-07-06,NULL,"2023-11-08 12:54:30.507000",s.diberti,NULL,NULL,NULL
21,1,"SALSA TONNATA",1,0,"UOVA, PESCE, ANIDRIDE SOLFOROSA E SOLFITI",2018-07-06,NULL,"2023-11-09 08:44:01.747000",v.giurdanella,NULL,NULL,NULL
22,1,"FUNGHI TRIFOLATI",1,1,"ANIDRIDE SOLFOROSA E SOLFITI,",2018-07-06,NULL,"2023-11-08 12:52:17.997000",s.diberti,NULL,NULL,NULL
23,1,MIREPOIX,1,1,SEDANO,2018-07-06,NULL,"2023-11-08 12:54:57.560000",s.diberti,NULL,NULL,NULL
24,1,"SALSA VERDE",0,1,"ANIDRIDE SOLFOROSA E SOLFITI, PESCE, GLUTINE, UOVO",2018-07-09,NULL,"2023-11-09 08:44:50.557000",v.giurdanella,NULL,NULL,NULL
25,1,"SALSA ROSSA",1,1,"ANIDRIDE SOLFOROSA E SOLFITI, PESCE",2018-07-09,NULL,"2023-11-09 08:41:00.930000",v.giurdanella,NULL,NULL,NULL
26,1,"RISO PILAFF",1,1,"SEDANO, LATTE",2018-07-09,NULL,"2023-11-09 08:34:05.600000",v.giurdanella,NULL,NULL,NULL
27,1,"BRODO DI CARNE/POLLO",1,1,SEDANO,2018-07-09,NULL,"2023-11-08 12:36:37.207000",s.diberti,NULL,NULL,NULL
28,1,"SALSA DI POMODORO",1,1,SEDANO,2018-07-09,NULL,"2023-11-09 08:34:56.660000",v.giurdanella,NULL,NULL,NULL
29,2,"PASSATO DI VERDURE",1,1,NULL,2018-07-09,NULL,"2021-02-22 09:43:31.770000",e.governa,NULL,NULL,NULL
30,2,"PASTA  ALLA PAPALINA",0,1,NULL,2018-07-09,NULL,NULL,NULL,NULL,NULL,NULL
31,2,"PASTA  ALLA AMATRICIANA",1,1,NULL,2018-07-09,NULL,NULL,NULL,NULL,NULL,NULL
32,2,"PASTA  PANNA E SPECK",0,1,NULL,2018-07-10,NULL,NULL,NULL,NULL,NULL,NULL
33,2,"PASTA AL TONNO",1,1,NULL,2018-07-10,NULL,NULL,NULL,NULL,NULL,NULL
34,2,"SPAGHETTI AGLIO, OLIO E PEPERONCINO",1,1,NULL,2018-07-10,NULL,NULL,NULL,NULL,NULL,NULL
35,2,"PASTA AL RAGU' DI VERDURE",1,1,NULL,2018-07-10,NULL,"2024-04-19 11:48:57.720000",t.monge,NULL,NULL,NULL
36,2,"PASTA AL SUGO VERDURE PRIMAVERA",1,0,NULL,2018-07-10,NULL,"2023-03-22 10:14:29.647000",s.diberti,NULL,NULL,NULL
37,1,"FONDO BRUNO",1,1,"SEDANO, LATTE, ANIDRIDE SOLFOROSA E SOLFITI, GLUTINE",2018-07-11,NULL,"2023-11-08 12:51:33.217000",s.diberti,NULL,NULL,NULL
38,2,"CREMA DI PATATE",1,1,SEDANO,2018-07-11,NULL,"2023-11-09 08:57:20.460000",v.giurdanella,NULL,NULL,NULL
39,2,"SUGO VERDURE PRIMAVERA",0,0,NULL,2018-07-11,2018-10-04,"2023-03-22 10:16:21.950000",s.diberti,NULL,NULL,NULL
40,2,"PASTA AI BROCCOLI",0,1,NULL,2018-07-11,NULL,NULL,NULL,NULL,NULL,NULL
41,2,"PASTA AL RAGU' DI CARNE",1,1,NULL,2018-07-11,NULL,NULL,NULL,NULL,NULL,NULL
42,2,"PASTA ALLE MELANZANE",1,0,NULL,2018-07-11,NULL,"2023-03-22 10:18:16.280000",s.diberti,NULL,NULL,NULL
43,2,"INSALATA DI RISO",1,0,NULL,2018-07-12,NULL,NULL,NULL,NULL,NULL,NULL
44,2,"PASTA ALLE OLIVE",1,1,NULL,2018-07-12,NULL,"2023-03-22 10:37:38.987000",s.diberti,NULL,NULL,NULL
45,2,"PASTA E LENTICCHIE",1,1,NULL,2018-07-12,NULL,NULL,NULL,NULL,NULL,NULL
46,2,"CREMA DI CAROTE",1,1,SEDANO,2018-07-12,NULL,"2023-11-09 08:53:35.193000",v.giurdanella,NULL,NULL,NULL
47,2,"PASTA E FAGIOLI",0,1,Febbraio2023,2018-07-12,NULL,"2023-02-14 14:11:40.787000",m.cannarozzo,NULL,NULL,NULL
48,2,"PASTA ALLA PESCATORA",1,1,NULL,2018-07-15,NULL,NULL,NULL,NULL,NULL,NULL
49,2,"PASTA ALLE VONGOLE",1,1,NULL,2018-07-15,NULL,NULL,NULL,NULL,NULL,NULL
50,2,"PASTA E CECI",1,1,NULL,2018-07-15,NULL,NULL,NULL,NULL,NULL,NULL
51,2,"LASAGNA AL RAGU' DI CARNE",0,1,NULL,2018-07-15,NULL,"2023-09-18 11:48:25.200000",s.diberti,NULL,NULL,NULL
52,2,"ZUPPA ORTOLANA",1,1,NULL,2018-07-15,NULL,NULL,NULL,NULL,NULL,NULL
53,3,BRASATO,0,1,NULL,2018-07-15,NULL,NULL,NULL,NULL,NULL,NULL
54,3,"SPEZZATINO BOVINO E PATATE",1,1,NULL,2018-07-15,NULL,"2023-08-21 15:20:25.547000",s.diberti,NULL,NULL,NULL
55,3,SVIZZERINE,1,1,NULL,2018-07-15,NULL,NULL,NULL,NULL,NULL,NULL
56,3,"PETTO POLLO  AI FERRI",1,1,NULL,2018-07-15,NULL,NULL,NULL,NULL,NULL,NULL
57,3,POLPETTE,1,1,NULL,2018-07-15,NULL,"2021-06-15 15:25:04.013000",e.governa,NULL,NULL,NULL
58,3,"FLAN DI CARNE E SPINACI",1,1,NULL,2018-07-15,NULL,NULL,NULL,NULL,NULL,NULL
59,3,"INSALATA DI POLLO",1,0,NULL,2018-07-15,NULL,NULL,NULL,NULL,NULL,NULL
60,3,"ARISTA ARROSTO",1,1,NULL,2018-07-17,NULL,NULL,NULL,NULL,NULL,NULL
61,3,"POLLO ALLA DIAVOLA",1,1,NULL,2018-07-17,NULL,NULL,NULL,NULL,NULL,NULL
62,3,"POLLO ALLA CACCIATORA",1,1,NULL,2018-07-17,NULL,NULL,NULL,NULL,NULL,NULL
63,3,"POLLO ARROSTO",1,1,NULL,2018-07-17,NULL,NULL,NULL,NULL,NULL,NULL
64,3,"SCALOPPE POLLO AL LIMONE",1,1,NULL,2018-07-17,NULL,"2022-05-26 16:19:24.597000",s.diberti,NULL,NULL,NULL
65,3,"PEPERONI RIPIENI",1,0,NULL,2018-07-17,NULL,NULL,NULL,NULL,NULL,NULL
66,3,"TAGLIATA DI VITELLO",1,1,NULL,2018-07-17,NULL,NULL,NULL,NULL,NULL,NULL
67,3,"CONIGLIO ARROSTO",1,1,NULL,2018-07-18,NULL,NULL,NULL,NULL,NULL,NULL
68,3,"CONIGLIO ALLA SARDA",0,1,NULL,2018-07-18,NULL,NULL,NULL,NULL,NULL,NULL
69,3,"STRACOTTO DI MANZO",0,1,NULL,2018-07-18,NULL,NULL,NULL,NULL,NULL,NULL
70,3,"ARROSTO DI VITELLO",1,1,,2018-07-22,NULL,"2023-02-15 16:08:44.193000",s.diberti,NULL,NULL,NULL
71,3,"FRITTATA ALLE ERBETTE",1,1,NULL,2018-07-22,NULL,NULL,NULL,NULL,NULL,NULL
72,3,"FRITTATA AL PROSCIUTTO",1,1,NULL,2018-07-22,NULL,NULL,NULL,NULL,NULL,NULL
73,3,"POLPETTE DI TONNO",1,1,NULL,2018-07-22,NULL,NULL,NULL,NULL,NULL,NULL
74,3,"PLATESSA IMPANATA",1,1,NULL,2018-07-22,NULL,NULL,NULL,NULL,NULL,NULL
75,3,"ANELLI DI TOTANI IN UMIDO",1,1,NULL,2018-07-22,NULL,NULL,NULL,NULL,NULL,NULL
76,3,"FRITTURA DI TOTANI",1,1,NULL,2018-07-22,NULL,NULL,NULL,NULL,NULL,NULL
77,3,"MERLUZZO AL VERDE",1,1,NULL,2018-07-22,NULL,NULL,NULL,NULL,NULL,NULL
78,3,"PROSCIUTTO IN GELATINA",1,0,NULL,2018-07-22,NULL,NULL,NULL,NULL,NULL,NULL
79,3,"PLATESSA ALLA MUGNAIA",1,1,NULL,2018-07-22,NULL,NULL,NULL,NULL,NULL,NULL
80,3,"MERLUZZO ALLA LIVORNESE",1,1,NULL,2018-07-22,NULL,NULL,NULL,NULL,NULL,NULL
81,3,"INSALATA DI POLPO",1,1,NULL,2018-07-22,NULL,NULL,NULL,NULL,NULL,NULL
82,3,"SALMONE AL FORNO",1,1,NULL,2018-07-22,NULL,NULL,NULL,NULL,NULL,NULL
83,3,"DORATINE DI POLLO",1,1,NULL,2018-07-23,NULL,NULL,NULL,NULL,NULL,NULL
84,3,"UOVA STRAPAZZATE",1,1,NULL,2018-07-23,NULL,NULL,NULL,NULL,NULL,NULL
85,3,"FETTINA DI POLLO ALLA MILANESE",1,1,NULL,2018-07-23,NULL,NULL,NULL,NULL,NULL,NULL
86,2,"PASTINA IN BRODO",1,1,NULL,2018-07-24,NULL,NULL,NULL,NULL,NULL,NULL
87,2,"PASTA AL POMODORO",1,1,NULL,2018-07-24,NULL,"2023-09-18 12:48:36.167000",s.diberti,NULL,NULL,NULL
88,4,"SPINACI AGLIO E OLIO",1,1,NULL,2018-07-30,NULL,NULL,NULL,"2022-08-24 13:56:08.560000",m.cannarozzo,NULL
89,4,"ZUCCHINE AL FORNO",1,1,NULL,2018-07-30,NULL,NULL,NULL,NULL,NULL,NULL
90,4,"CAVOLFIORI GRATINATI CON PARMIGIANO",1,1,NULL,2018-07-30,NULL,"2022-10-07 15:34:27.460000",s.diberti,NULL,NULL,NULL
91,4,"FAGIOLINI ALL'OLIO",1,1,NULL,2018-07-30,NULL,"2021-01-29 14:36:36.377000",e.governa,NULL,NULL,NULL
92,4,"COSTINE SALTATE ALL'OLIO",1,1,NULL,2018-07-30,NULL,"2021-01-29 14:44:57.593000",e.governa,NULL,NULL,NULL
93,4,"PISELLI STUFATI",1,1,NULL,2018-07-30,NULL,NULL,NULL,NULL,NULL,NULL
94,4,"CATALOGNA SALTATA",1,1,NULL,2018-07-30,NULL,NULL,NULL,NULL,NULL,NULL
95,4,"PURE' DI PATATE",1,1,"febbraio 2023",2018-07-30,NULL,"2023-02-14 14:16:06.983000",m.cannarozzo,NULL,NULL,NULL
96,4,"CAROTE PREZZEMOLATE",1,1,"febbraio 2023",2018-07-30,NULL,"2023-02-14 14:16:46.153000",m.cannarozzo,NULL,NULL,NULL
97,4,"MELANZANE TRIFOLATE",1,0,NULL,2018-07-30,NULL,NULL,NULL,NULL,NULL,NULL
98,4,"BROCCOLI SAPORITI CON ACCIUGHE",0,1,NULL,2018-07-30,NULL,"2022-10-07 15:32:12.397000",s.diberti,NULL,NULL,NULL
99,4,"PATATE FRITTE",1,1,NULL,2018-07-30,NULL,NULL,NULL,NULL,NULL,NULL
100,4,"FINOCCHI GRATINATI",0,1,NULL,2018-07-30,NULL,NULL,NULL,NULL,NULL,NULL
101,4,CRAUTI,0,1,NULL,2018-07-30,NULL,NULL,NULL,NULL,NULL,NULL
102,2,"PASTA IN BIANCO",1,1,NULL,2018-07-30,NULL,NULL,NULL,NULL,NULL,NULL
103,3,"MANZO LESSO",1,1,NULL,2018-07-30,NULL,NULL,NULL,NULL,NULL,NULL
104,3,"SCALOPPE TACCHINO AL LIMONE",1,1,NULL,2018-07-30,NULL,"2022-05-26 16:18:46.317000",s.diberti,NULL,NULL,NULL
105,2,"CREMA DI LENTICCHIE",1,0,SEDANO,2018-07-30,NULL,"2024-01-29 09:36:42.700000",f.gallo,NULL,NULL,NULL
106,2,"RISOTTO AGLI ASPARAGI",1,1,NULL,2018-07-30,NULL,NULL,NULL,NULL,NULL,NULL
107,2,"RISO BIANCO",1,1,NULL,2018-07-30,NULL,NULL,NULL,NULL,NULL,NULL
108,2,"RISOTTO ZUCCHINE E ZAFFERANO",1,0,NULL,2018-08-06,NULL,NULL,NULL,NULL,NULL,NULL
109,2,SEMOLINO,1,1,NULL,2018-08-06,NULL,NULL,NULL,NULL,NULL,NULL
110,3,"SPEZZATINO BOVINO E PISELLI",1,1,NULL,2018-08-06,NULL,"2023-08-21 15:18:50.947000",s.diberti,NULL,NULL,NULL
111,3,"BOCC. POLLO PISELLI",1,1,NULL,2018-08-06,NULL,"2021-06-01 09:20:02.147000",g.diana,NULL,NULL,NULL
112,3,"FRITTATA ASPARAGI",1,1,NULL,2018-08-08,NULL,NULL,NULL,NULL,NULL,NULL
113,3,"POLLO LESSO",1,1,Febbraio2023,2018-08-10,NULL,"2023-02-14 14:06:15.097000",m.cannarozzo,NULL,NULL,NULL
114,4,"INSALATA VERDE",1,1,NULL,2018-09-26,NULL,NULL,NULL,NULL,NULL,NULL
115,2,"RISOTTO CON RAGU' DI POLLO E PISELLI",1,1,NULL,2018-10-01,NULL,NULL,NULL,NULL,NULL,NULL
116,1,"BRODO VEGETALE",1,1,SEDANO,2018-10-25,NULL,"2023-11-08 12:47:52.343000",s.diberti,NULL,NULL,NULL
117,2,"PASTA AI FUNGHI",1,1,NULL,2018-10-27,NULL,NULL,NULL,NULL,NULL,NULL
118,2,"RISOTTO AI FUNGHI",1,1,NULL,2018-10-27,NULL,NULL,NULL,NULL,NULL,NULL
119,4,"FAGIOLINI AL GRANA",1,1,NULL,2018-11-14,NULL,NULL,NULL,NULL,NULL,NULL
120,4,"FAGIOLINI AL POMODORO",1,1,NULL,2018-11-14,NULL,NULL,NULL,NULL,NULL,NULL
121,4,"ZUCCHINE AL POMODORO",1,1,NULL,2018-11-14,NULL,NULL,NULL,NULL,NULL,NULL
122,4,"SPINACI AL GRANA",1,1,NULL,2018-11-15,NULL,NULL,NULL,NULL,NULL,NULL
123,4,"BROCCOLI GRATINATI",0,1,NULL,2018-11-15,NULL,NULL,NULL,"2021-02-09 10:39:16.237000",e.governa,NULL
124,4,"BROCCOLI GRATINATI CON PARMIGIANO",1,1,NULL,2018-11-15,2019-02-26,"2022-10-07 15:16:47.340000",s.diberti,NULL,NULL,NULL
125,2,"CREMA DI LEGUMI",1,1,SEDANO,2018-11-16,NULL,"2023-11-09 08:55:22.080000",v.giurdanella,NULL,NULL,NULL
126,2,"CREMA DI PISELLI",1,1,SEDANO,2018-11-16,NULL,"2023-11-09 09:00:16.437000",v.giurdanella,NULL,NULL,NULL
127,4,"INSALATA DI POMODORO",1,0,NULL,2018-11-16,NULL,NULL,NULL,NULL,NULL,NULL
128,4,"INSALATA DI CAROTE",1,1,NULL,2018-11-16,NULL,NULL,NULL,NULL,NULL,NULL
129,3,"FRITTATA AI FUNGHI",1,1,NULL,2018-11-21,NULL,NULL,NULL,NULL,NULL,NULL
130,4,"CAVOLFIORI ALL'OLIO",1,1,NULL,2018-11-21,NULL,NULL,NULL,NULL,NULL,NULL
131,2,"RISOTTO AL POMODORO",1,1,NULL,2019-02-12,NULL,"2023-09-18 12:49:30.137000",s.diberti,NULL,NULL,NULL
132,2,"RISO AL CURRY",0,1,NULL,2019-02-12,NULL,"2021-05-21 11:38:45.553000",g.diana,NULL,NULL,NULL
133,2,"RISOTTO ZAFFERANO E CAROTE",1,1,NULL,2019-02-13,NULL,NULL,NULL,NULL,NULL,NULL
134,2,"RISOTTO AL RADICCHIO",0,1,Febbraio2023,2019-02-13,NULL,"2023-02-14 14:04:01.507000",m.cannarozzo,NULL,NULL,NULL
135,2,"RISOTTO GAMBERETTI E ZUCCHINE E ZAFFERANO",1,0,NULL,2019-02-13,NULL,"2024-03-29 12:37:55.977000",s.diberti,NULL,NULL,NULL
136,2,"RISOTTO AI CARCIOFI",0,1,NULL,2019-02-13,NULL,NULL,NULL,NULL,NULL,NULL
137,2,"PASTA  AL PESTO, PATATE E FAGIOLINI",1,0,NULL,2019-02-22,NULL,"2023-03-22 09:43:12.873000",s.diberti,NULL,NULL,NULL
138,2,"CREMA DI CECI",0,1,SEDANO,2019-02-24,NULL,"2023-11-09 08:54:14.307000",v.giurdanella,NULL,NULL,NULL
139,2,"RISOTTO CON LA ZUCCA",0,1,NULL,2019-03-02,NULL,NULL,NULL,NULL,NULL,NULL
140,2,"RISOTTO AL RAGU' BIANCO DI CARNE",0,0,NULL,2019-05-03,NULL,NULL,NULL,NULL,NULL,NULL
141,2,"CREMA DI FAGIOLI",0,1,NULL,2019-06-24,NULL,NULL,NULL,NULL,NULL,NULL
142,3,"MERLUZZO AL FORNO CON CIPOLLE",1,1,NULL,2019-07-07,NULL,NULL,NULL,NULL,NULL,NULL
143,2,"PASTA ZUCCHINE BESCIAMELLA E PANCETTA",1,0,NULL,2019-07-12,NULL,"2023-07-20 08:32:02.703000",f.gallo,NULL,NULL,NULL
144,3,"SCALOPPE POLLO PIZZAIOLA",0,0,NULL,2019-07-13,NULL,"2022-05-26 16:19:46.500000",s.diberti,NULL,NULL,NULL
145,3,"SCALOPPE POLLO BURRO E SALVIA",0,0,NULL,2019-08-15,NULL,"2022-05-26 16:20:03.893000",s.diberti,NULL,NULL,NULL
146,2,"RISO ALLA CANTONESE",0,1,NULL,2019-12-15,NULL,NULL,NULL,NULL,NULL,NULL
147,2,"AGNOLOTTI AL RAGU'",0,1,"GLUTINE, UOVA, SEDANO, ANIDRIDE SOLFOROSA E SOLFITI",2020-02-05,NULL,"2023-11-09 08:46:38.703000",v.giurdanella,NULL,NULL,NULL
148,3,"VITELLO TONNATO",0,0,NULL,2020-02-07,NULL,"2020-02-07 12:25:58.973000",m.cannarozzo,NULL,NULL,NULL
149,3,SPINACINE,0,0,NULL,2020-05-18,NULL,"2020-05-18 18:36:08.290000",m.cannarozzo,NULL,NULL,NULL
150,3,"PROSCIUTTO CRUDO",1,1,NULL,2021-01-23,NULL,"2021-01-28 12:11:48.310000",e.governa,NULL,NULL,NULL
151,3,FONTAL,1,1,NULL,2021-01-23,NULL,"2021-01-27 15:14:14.367000",M.CANNAROZZO,NULL,NULL,NULL
152,3,RICOTTA,1,1,NULL,2021-01-23,NULL,"2021-01-27 15:16:23.973000",M.CANNAROZZO,NULL,NULL,NULL
153,3,"PROSCIUTTO COTTO",1,1,NULL,2021-01-23,NULL,"2021-01-28 12:06:00.710000",e.governa,NULL,NULL,NULL
154,3,STRACCHINO,1,1,NULL,2021-01-23,NULL,"2021-01-27 15:29:00.673000",e.governa,NULL,NULL,NULL
155,3,ROBIOLA,1,1,NULL,2021-01-23,NULL,"2021-01-27 15:31:55.253000",e.governa,NULL,NULL,NULL
156,3,RICOTTA,0,0,NULL,2021-01-27,NULL,"2021-01-27 15:17:12.070000",M.CANNAROZZO,"2021-01-27 15:20:03.203000",e.governa,NULL
157,3,STRACCHINO,0,0,NULL,2021-01-27,NULL,"2021-01-27 15:18:27.060000",M.CANNAROZZO,"2021-01-27 15:27:03.187000",e.governa,NULL
158,3,RICOTTA,0,1,NULL,2021-01-27,NULL,"2021-01-27 15:18:57.247000",e.governa,"2021-01-27 15:20:15.807000",e.governa,NULL
159,3,STRACCHINO,0,0,NULL,2021-01-27,NULL,"2021-01-27 15:20:34.947000",M.CANNAROZZO,"2021-01-27 15:27:07.650000",e.governa,NULL
160,3,MOZZARELLA,1,1,NULL,2021-01-27,NULL,"2021-01-27 15:20:56.757000",e.governa,NULL,NULL,NULL
161,3,PROVOLONE,1,1,NULL,2021-01-27,NULL,"2021-01-27 15:39:54.193000",e.governa,NULL,NULL,NULL
162,3,"BRACIOLA MAIALE FERRI",1,1,NULL,2021-01-28,NULL,"2021-06-01 09:16:11.993000",g.diana,NULL,NULL,NULL
163,3,"PLATESSA OLIO E LIMONE",1,1,PLATESSA,2021-01-28,NULL,"2021-01-28 12:20:37.623000",e.governa,NULL,NULL,NULL
164,3,"NASELLO OLIO LIMONE",1,1,NULL,2021-01-28,NULL,"2021-01-28 12:22:13.003000",e.governa,NULL,NULL,NULL
165,3,BRESAOLA,1,1,NULL,2021-01-28,NULL,"2021-01-28 12:31:31.437000",e.governa,NULL,NULL,NULL
166,3,"AFFETTATO DI POLLO",1,1,NULL,2021-01-28,NULL,"2021-01-29 14:35:56.923000",e.governa,NULL,NULL,NULL
167,3,"SPEZZATINO BOVINO CON CAROTE",0,1,NULL,2021-01-28,NULL,"2021-02-09 10:37:06.240000",e.governa,NULL,NULL,NULL
168,4,"ZUCCHINE ALL'OLIO",1,0,NULL,2021-01-28,NULL,"2021-01-28 14:03:06.157000",e.governa,NULL,NULL,NULL
169,4,"SPINACI AL BURRO",0,1,NULL,2021-01-28,NULL,"2021-01-28 14:07:32.547000",e.governa,NULL,NULL,NULL
170,3,"FORMAGGIO SPALMABILE (VITESSA)",1,1,NULL,2021-01-28,NULL,"2021-01-28 14:28:14.330000",e.governa,NULL,NULL,NULL
171,3,EMMENTHAL,1,1,NULL,2021-01-28,NULL,"2021-01-28 14:42:50.150000",e.governa,NULL,NULL,NULL
172,3,ASIAGO,0,1,NULL,2021-01-28,NULL,"2021-01-28 14:50:52.973000",e.governa,NULL,NULL,NULL
173,3,GORGONZOLA,0,1,NULL,2021-01-28,NULL,"2021-01-28 14:54:55.320000",e.governa,NULL,NULL,NULL
174,3,"ROAST BEEF DI PROSCIUTTO FRULLATO",1,1,NULL,2021-01-28,NULL,"2021-03-19 13:56:53.247000",g.diana,NULL,NULL,NULL
175,3,"TACCHINO AL DRAGONCELLO FRULLATO",1,1,NULL,2021-01-28,NULL,"2021-01-28 15:26:31.827000",e.governa,NULL,NULL,NULL
176,3,"MAIALE ALLA PIZZAIOLA FRULLATO",1,1,NULL,2021-01-28,NULL,"2021-01-28 15:41:43.747000",e.governa,NULL,NULL,NULL
177,3,"MANZO CON CAROTE FRULLATO",1,1,NULL,2021-01-28,NULL,"2021-01-28 15:52:57.593000",e.governa,NULL,NULL,NULL
178,3,"POLLO AL LIMONE FRULLATO",1,1,NULL,2021-01-28,NULL,"2021-01-28 15:43:49.717000",e.governa,NULL,NULL,NULL
179,3,"SPEZZATINO DI VITELLO FRULLATO",1,1,NULL,2021-01-28,NULL,"2021-01-28 15:46:32.990000",e.governa,NULL,NULL,NULL
180,3,"NASELLO ACETOSA FRULLATO",1,1,NULL,2021-01-28,NULL,"2021-01-28 15:53:53.630000",e.governa,NULL,NULL,NULL
181,3,"OSSOBUCO FRULLATO",1,1,NULL,2021-01-28,NULL,"2021-01-28 15:48:48.447000",e.governa,NULL,NULL,NULL
182,3,"POLLO IN FRICASSEA FRULLATO",1,1,NULL,2021-01-28,NULL,"2021-01-28 15:49:40.940000",e.governa,NULL,NULL,NULL
183,2,"TAGLIATELLE AL POMODORO",1,1,NULL,2021-01-28,NULL,"2021-01-29 14:32:01.457000",e.governa,NULL,NULL,NULL
184,2,"TORTELLINI AL POMODORO",1,1,NULL,2021-01-28,NULL,"2021-01-28 16:09:30.570000",e.governa,NULL,NULL,NULL
185,4,"PATATE LESSE",1,1,NULL,2021-01-29,NULL,"2021-01-29 10:21:42.167000",e.governa,NULL,NULL,NULL
186,3,"NASELLO IMPANATO",1,1,NULL,2021-01-29,NULL,"2021-01-29 11:19:34.030000",g.diana,NULL,NULL,NULL
187,2,"AGNOLOTTI IN BIANCO",1,1,"UOVA, GLUTINE",2021-01-29,NULL,"2023-11-09 08:50:56.607000",v.giurdanella,NULL,NULL,NULL
188,2,"MINESTRONE DI VERDURA",1,1,NULL,2021-01-29,NULL,"2021-01-29 11:55:19.060000",g.diana,NULL,NULL,NULL
189,4,"ZUCCHINE TRIFOLATE",1,0,NULL,2021-01-29,NULL,"2021-01-29 12:14:36.420000",g.diana,NULL,NULL,NULL
190,3,"SCALOPPE TACCHINO AL CURRY",1,1,NULL,2021-01-29,NULL,"2021-01-29 12:15:06.967000",g.diana,NULL,NULL,NULL
